name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
Patrick van Aanholt,SUNDERLAND,SWANSEAvSUNDERLAND,1,77%,2,3,0,1,75%,0%,4,2,1,0,5,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-3,-6,-2,3,8,13,17,17,19,29,16,20,20,23,21,12,13,18,3v0
Jason Denayer,SUNDERLAND,SWANSEAvSUNDERLAND,1,85%,0,0,0,0,50%,50%,2,1,2,1,0,2,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,-1,3,1,2,6,6,3,-10,-24,-23,-25,-24,-26,-26,-23,-23,-10,3v0
Papy Djilobodji,SUNDERLAND,SWANSEAvSUNDERLAND,3,81%,0,0,0,0,100%,100%,2,13,1,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,3,4,3,3,6,5,7,8,9,8,-6,-1,5,10,32,25,33,38,3v0
Lamine Kon,SUNDERLAND,SWANSEAvSUNDERLAND,0,70%,0,0,0,0,0%,50%,2,3,1,0,0,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-3,-5,-4,-5,-6,-5,-3,-3,0,-4,-18,-14,-23,-22,-17,-26,-26,-22,3v0
Sebastian Larsson,SUNDERLAND,SWANSEAvSUNDERLAND,0,88%,1,5,0,1,40%,0%,1,0,0,0,1,2,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,2,9,5,4,4,9,10,10,2,9,9,9,9,9,9,9,9,1,3v0
Didier Ndong,SUNDERLAND,SWANSEAvSUNDERLAND,0,78%,0,0,0,1,50%,0%,1,2,1,1,0,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,3,2,-13,-12,-18,-19,-19,-20,-15,-10,-10,-10,-10,-10,-10,-10,-11,3v0
Steven Pienaar,SUNDERLAND,SWANSEAvSUNDERLAND,0,67%,0,0,0,2,0%,0%,2,1,0,0,0,2,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,3,3,2,8,8,6,7,7,0,7,7,5,5,3,4,2,0,-6,3v0
Jermain Defoe,SUNDERLAND,SWANSEAvSUNDERLAND,5,64%,0,0,0,2,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,0,0,-4,-7,-11,-11,-11,-11,-11,-12,-12,-14,-13,-16,-15,-15,-8,-9,3v0
Victor Anichebe,SUNDERLAND,SWANSEAvSUNDERLAND,1,45%,1,3,0,3,100%,67%,2,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,1,0,-6,-3,-4,7,9,7,6,4,4,6,6,5,9,9,10,11,11,7,3v0
Vito Mannone,SUNDERLAND,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
John O'Shea,SUNDERLAND,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Javier Manquillo,SUNDERLAND,SWANSEAvSUNDERLAND,0,50%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3v0
Wahbi Khazri,SUNDERLAND,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Jan Kirchhoff,SUNDERLAND,SWANSEAvSUNDERLAND,0,79%,0,0,0,0,33%,100%,0,1,0,0,0,1,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-4,2,2,4,4,1,3v0
Adnan Januzaj,SUNDERLAND,SWANSEAvSUNDERLAND,0,75%,2,2,0,0,100%,100%,0,1,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,1,-5,-5,-2,3,6,3v0
Fabio Borini,SUNDERLAND,SWANSEAvSUNDERLAND,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Liberty Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v0
Heurelho Gomes,WATFORD,WATFORDvEVERTON,0,38%,0,0,0,0,0%,0%,0,1,0,0,0,0,7,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,1,5,6,-12,-11,-9,-9,-8,-8,-5,-5,-5,-5,-5,-5,8,5,0,3v2
Miguel Britos,WATFORD,WATFORDvEVERTON,2,67%,0,1,0,0,0%,67%,0,4,0,0,0,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,0,-2,-1,-13,-13,-15,-15,-15,-13,-14,-11,-9,-3,-3,-3,-4,-1,-3,3v2
Sebastian Pr_dl,WATFORD,WATFORDvEVERTON,2,85%,0,1,1,0,100%,80%,6,5,0,0,0,3,0,1,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,0,2,16,9,9,18,15,19,24,23,21,58,58,63,70,73,71,64,3v2
Juan Zuiga,WATFORD,WATFORDvEVERTON,0,84%,0,0,0,0,0%,50%,1,6,0,0,4,2,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,3,10,12,4,6,2,3,4,8,10,11,12,13,13,12,4,4,0,3v2
Jos Holebas,WATFORD,WATFORDvEVERTON,0,76%,2,6,0,7,40%,100%,2,8,1,1,8,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-3,2,1,-7,2,-3,-1,1,7,3,-7,8,27,32,19,23,21,22,3v2
Nordin Amrabat,WATFORD,WATFORDvEVERTON,0,74%,1,5,0,7,60%,100%,0,1,3,0,2,2,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,0,-4,0,3,13,15,8,23,22,19,18,18,22,20,23,18,19,19,3v2
Valon Behrami,WATFORD,WATFORDvEVERTON,0,73%,0,0,0,0,50%,100%,1,0,3,0,0,2,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-3,-3,-6,-5,-1,-3,-3,-2,-4,-4,-4,0,0,-3,-3,-4,-4,-6,3v2
Adlne Gudioura,WATFORD,WATFORDvEVERTON,1,75%,3,4,0,1,67%,67%,2,0,1,1,2,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-1,-16,-18,-16,-10,-11,5,3,11,12,9,16,16,16,16,16,16,16,3v2
Etienne Capoue,WATFORD,WATFORDvEVERTON,2,81%,1,1,0,1,25%,0%,2,0,1,0,0,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,1,2,-2,-2,-2,-4,-1,0,4,-3,-2,7,13,14,14,5,5,9,3v2
Troy Deeney,WATFORD,WATFORDvEVERTON,1,66%,3,1,0,1,0%,30%,0,0,0,0,0,3,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-4,-4,4,6,3,5,10,10,6,7,4,2,1,-1,-3,-8,-11,-17,3v2
Stefano Okaka,WATFORD,WATFORDvEVERTON,3,57%,0,1,1,3,60%,38%,0,0,2,0,1,1,0,2,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,2,1,-1,0,1,1,2,31,35,34,25,25,53,55,44,45,45,45,3v2
Costel Pantilimon,WATFORD,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Daryl Janmaat,WATFORD,WATFORDvEVERTON,0,57%,0,2,0,0,0%,0%,0,0,0,0,1,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-14,-15,-17,-17,-22,3v2
Christian Kabasele,WATFORD,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Ben Watson,WATFORD,WATFORDvEVERTON,0,67%,0,0,0,0,0%,0%,1,1,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3v2
Isaac Success,WATFORD,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Jerome Sinclair,WATFORD,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Odion Ighalo,WATFORD,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Maarten Stekelenburg,EVERTON,WATFORDvEVERTON,0,27%,0,0,0,0,0%,0%,0,0,0,0,0,0,3,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-1,-1,-1,9,9,7,14,-4,-4,-4,-4,-20,-28,-24,-25,-26,-26,-25,3v2
Leighton Baines,EVERTON,WATFORDvEVERTON,0,67%,1,2,0,0,20%,0%,1,2,2,1,10,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-1,0,2,3,-7,-10,-7,-12,-12,-12,-13,-19,-40,-42,-39,-36,-36,-36,3v2
Ashley Williams,EVERTON,WATFORDvEVERTON,1,81%,0,0,0,0,0%,63%,3,15,2,0,0,4,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,1,1,0,2,2,0,1,-6,-3,-1,5,1,-7,-4,0,0,7,21,3v2
Seamus Coleman,EVERTON,WATFORDvEVERTON,0,66%,0,3,0,1,100%,0%,0,2,1,0,9,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-4,-4,-3,-5,-4,-3,-7,-15,-22,-17,-18,-26,-32,-32,-32,-34,-31,-36,3v2
Ramiro Funes Mori,EVERTON,WATFORDvEVERTON,0,72%,0,0,0,1,14%,100%,4,10,0,0,0,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,4,9,5,6,0,-2,1,-1,-5,5,5,-1,-8,-8,-8,-10,-8,-3,3v2
Kevin Mirallas,EVERTON,WATFORDvEVERTON,0,81%,1,2,0,0,100%,25%,1,0,2,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-4,-5,-5,-5,-5,-6,0,-2,-6,-6,-2,-1,-4,-6,-6,-6,-6,-6,3v2
James McCarthy,EVERTON,WATFORDvEVERTON,0,87%,0,1,0,1,0%,50%,2,0,1,0,0,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-1,-1,-2,-11,-9,-8,-15,-15,-19,-17,-16,-16,-14,-11,-11,5,6,3,3v2
Idrissa Gueye,EVERTON,WATFORDvEVERTON,0,65%,0,0,0,0,29%,0%,3,3,1,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-1,-1,3,5,-17,-16,-13,-12,-21,-11,-9,-13,-13,-13,-13,-13,-13,-20,3v2
Gareth Barry,EVERTON,WATFORDvEVERTON,1,80%,1,1,0,1,33%,40%,1,1,2,0,1,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,0,-5,-6,12,20,14,10,11,15,16,25,25,23,24,32,32,33,35,3v2
Gerard Deulofeu,EVERTON,WATFORDvEVERTON,0,81%,3,12,0,6,20%,0%,0,1,1,1,1,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,-2,-4,-17,-14,-21,-20,-20,-20,-20,-24,-23,-23,-23,-16,-16,-9,-12,-1,3v2
Romelu Lukaku,EVERTON,WATFORDvEVERTON,5,52%,0,1,1,0,33%,25%,0,1,2,0,0,0,0,2,0,10.12.2016,Vicarage Road,English Premier League,1,1,0,2,-1,-6,27,18,21,20,17,15,17,17,13,12,8,8,7,6,39,3v2
Joel Robles,EVERTON,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Phil Jagielka,EVERTON,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Mason Holgate,EVERTON,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Ross Barkley,EVERTON,WATFORDvEVERTON,2,92%,2,1,0,0,0%,0%,0,0,0,0,1,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,17,3v2
Aaron Lennon,EVERTON,WATFORDvEVERTON,0,100%,2,2,0,0,0%,0%,1,0,0,0,0,1,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,3v2
Tom Cleverley,EVERTON,WATFORDvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v2
Enner Valencia,EVERTON,WATFORDvEVERTON,2,64%,0,0,0,0,0%,33%,1,0,2,0,0,0,0,0,0,10.12.2016,Vicarage Road,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-16,-19,-12,3v2
V_ctor Valds,M'BROUGH,M'BROUGHvHULLCITY,0,84%,0,0,0,0,0%,0%,0,0,0,0,0,0,3,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,4,7,7,10,12,16,18,20,22,25,28,30,24,25,26,27,37,47,1v0
Fabio,M'BROUGH,M'BROUGHvHULLCITY,0,84%,2,7,0,1,60%,50%,3,1,3,1,6,1,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,4,5,7,14,16,16,15,21,35,28,31,34,31,32,23,24,24,38,1v0
Ben Gibson,M'BROUGH,M'BROUGHvHULLCITY,0,90%,1,0,0,0,75%,75%,2,3,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,4,9,13,17,20,23,30,34,47,50,51,51,53,56,58,61,66,68,1v0
Antonio Barragn,M'BROUGH,M'BROUGHvHULLCITY,0,94%,0,7,0,0,100%,100%,2,3,0,0,1,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,3,3,7,9,13,19,22,26,27,31,30,30,32,33,35,46,49,51,1v0
Calum Chambers,M'BROUGH,M'BROUGHvHULLCITY,0,86%,0,0,0,0,100%,67%,0,6,0,0,0,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,4,7,8,13,15,19,23,23,27,25,27,30,33,36,39,45,46,50,1v0
Adam Clayton,M'BROUGH,M'BROUGHvHULLCITY,1,90%,0,1,0,0,50%,0%,1,3,1,0,0,4,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,2,3,5,3,-1,0,5,4,7,8,10,13,15,13,12,13,13,8,1v0
Marten de Roon,M'BROUGH,M'BROUGHvHULLCITY,0,83%,1,0,0,0,80%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-3,2,2,0,1,1,1,5,6,5,3,4,7,10,14,7,7,7,1v0
Gast_n Ram_rez,M'BROUGH,M'BROUGHvHULLCITY,5,90%,1,9,1,4,33%,0%,0,0,1,0,0,4,0,1,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,1,7,16,10,9,11,17,16,21,25,39,67,67,65,61,63,65,65,1v0
Adam Forshaw,M'BROUGH,M'BROUGHvHULLCITY,1,96%,2,3,0,1,50%,0%,1,1,0,0,1,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,6,7,4,15,18,16,18,22,25,33,34,37,35,36,37,27,27,34,1v0
lvaro Negredo,M'BROUGH,M'BROUGHvHULLCITY,3,71%,1,0,0,0,0%,90%,1,2,1,0,1,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-2,-2,-1,0,-1,4,2,-1,-1,0,1,1,5,13,19,21,23,17,1v0
Viktor Fischer,M'BROUGH,M'BROUGHvHULLCITY,6,82%,1,4,0,3,50%,0%,0,0,0,0,1,1,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-3,-2,-1,-7,-7,3,4,13,18,15,15,35,32,29,41,44,44,48,1v0
Brad Guzan,M'BROUGH,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Bernardo,M'BROUGH,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Grant Leadbitter,M'BROUGH,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Stewart Downing,M'BROUGH,M'BROUGHvHULLCITY,0,100%,0,1,0,1,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1v0
Nsue,M'BROUGH,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Adama Traor,M'BROUGH,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Cristhian Stuani,M'BROUGH,M'BROUGHvHULLCITY,0,100%,0,1,0,1,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,1v0
David Marshall,HULLCITY,M'BROUGHvHULLCITY,0,38%,0,0,0,0,0%,0%,0,0,0,0,0,0,5,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,0,3,12,21,21,24,24,22,20,19,23,7,4,5,13,13,12,11,1v0
Andrew Robertson,HULLCITY,M'BROUGHvHULLCITY,0,65%,0,2,0,2,100%,100%,2,1,0,0,5,1,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,0,-4,-3,4,4,0,0,0,5,9,6,2,-1,-5,-2,3,2,0,1v0
Curtis Davies,HULLCITY,M'BROUGHvHULLCITY,0,97%,0,0,0,0,0%,13%,3,6,1,0,0,1,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-1,-3,1,1,2,3,5,5,13,5,10,3,2,4,4,3,3,6,1v0
Michael Dawson,HULLCITY,M'BROUGHvHULLCITY,1,76%,0,0,0,0,100%,83%,0,8,1,0,1,3,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,2,3,2,2,-1,4,6,10,12,10,10,3,2,4,9,12,22,27,1v0
Ahmed Elmohamady,HULLCITY,M'BROUGHvHULLCITY,0,86%,0,0,0,0,100%,67%,2,5,0,0,12,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,1,2,1,2,3,5,9,11,12,12,17,18,19,20,21,22,24,27,1v0
Robert Snodgrass,HULLCITY,M'BROUGHvHULLCITY,1,79%,1,8,0,1,38%,20%,0,1,2,0,0,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-2,-10,-6,-24,-12,-12,-11,-18,-26,-17,-17,-17,-19,-21,-23,-31,-35,-40,1v0
Sam Clucas,HULLCITY,M'BROUGHvHULLCITY,3,85%,1,2,0,4,0%,50%,2,2,0,0,1,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-1,1,-1,3,4,2,2,7,2,0,0,0,-3,-3,-1,9,7,10,1v0
Jake Livermore,HULLCITY,M'BROUGHvHULLCITY,0,84%,0,0,0,1,100%,0%,0,3,1,1,0,1,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,3,7,1,0,3,8,8,8,6,10,11,11,12,12,12,12,12,12,1v0
Markus Henriksen,HULLCITY,M'BROUGHvHULLCITY,0,65%,0,0,0,0,33%,100%,0,2,3,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,2,2,4,5,0,2,-3,-3,2,0,-1,-1,4,7,3,2,2,4,1v0
Ryan Mason,HULLCITY,M'BROUGHvHULLCITY,0,76%,0,1,0,0,0%,0%,0,1,0,0,0,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,0,1,-2,-1,-3,-4,-4,-5,-8,-15,-21,-23,-23,-23,-23,-23,-23,-19,1v0
Adama Diomande,HULLCITY,M'BROUGHvHULLCITY,1,77%,1,0,0,0,50%,0%,0,0,1,0,0,3,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,1,0,-3,-8,-10,-12,-12,-15,-15,-23,-26,-30,-27,-27,-29,-29,-26,-29,-25,-19,1v0
Eldin Jakupovic,HULLCITY,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Harry Maguire,HULLCITY,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Josh Tymon,HULLCITY,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
David Meyler,HULLCITY,M'BROUGHvHULLCITY,0,67%,0,0,0,1,50%,0%,0,1,0,0,0,2,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,4,1v0
Tom Huddlestone,HULLCITY,M'BROUGHvHULLCITY,0,81%,1,0,0,0,0%,100%,0,0,1,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,6,2,1v0
James Weir,HULLCITY,M'BROUGHvHULLCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v0
Jarrod Bowen,HULLCITY,M'BROUGHvHULLCITY,0,58%,0,0,0,0,0%,0%,0,0,1,0,0,0,0,0,0,05.12.2016,Riverside Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,-3,1v0
Maarten Stekelenburg,EVERTON,EVERTONvMANUTD,0,69%,0,0,0,0,0%,0%,0,1,0,0,0,0,2,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,1,1,1,2,2,0,1,2,-29,-30,-30,-29,-29,-31,-30,-29,-29,-28,1v1
Leighton Baines,EVERTON,EVERTONvMANUTD,2,66%,1,3,1,1,67%,50%,4,2,0,0,9,1,0,1,0,04.12.2016,Goodison Park,English Premier League,1,1,0,0,3,6,0,7,7,10,9,2,5,3,2,2,0,3,7,7,44,1v1
Ashley Williams,EVERTON,EVERTONvMANUTD,0,65%,1,0,0,0,100%,100%,2,10,1,0,0,1,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,1,0,-1,8,10,13,14,13,11,6,2,9,9,10,9,7,7,12,1v1
Seamus Coleman,EVERTON,EVERTONvMANUTD,0,62%,0,0,0,2,100%,50%,1,1,0,0,8,3,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,1,9,12,12,15,15,13,10,8,5,7,10,9,9,9,9,9,9,1v1
Ramiro Funes Mori,EVERTON,EVERTONvMANUTD,2,79%,0,0,0,0,40%,40%,2,6,1,0,0,1,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,3,-1,3,4,8,4,0,4,1,2,3,1,1,0,1,7,5,6,1v1
Kevin Mirallas,EVERTON,EVERTONvMANUTD,1,91%,2,10,0,3,50%,13%,1,1,1,0,0,1,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,-3,-4,-4,0,-14,-17,-11,-10,-11,-15,-10,-8,-7,-6,0,6,7,3,1v1
Tom Cleverley,EVERTON,EVERTONvMANUTD,1,80%,0,0,0,1,33%,0%,1,0,1,0,0,0,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,5,5,1,0,-1,0,-6,-5,-7,-8,-8,-23,-23,-23,-23,-23,-23,-23,1v1
Idrissa Gueye,EVERTON,EVERTONvMANUTD,2,78%,1,0,0,0,45%,100%,2,1,1,0,0,2,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,-2,-9,0,9,9,5,9,10,2,7,4,4,5,6,17,28,29,37,1v1
Gareth Barry,EVERTON,EVERTONvMANUTD,1,72%,0,0,0,1,17%,0%,1,0,5,1,1,1,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,0,-4,-7,-9,-10,-4,-16,-15,-22,-24,-34,-34,-37,-37,-28,-33,-40,-39,1v1
Romelu Lukaku,EVERTON,EVERTONvMANUTD,0,40%,1,1,0,4,0%,50%,0,1,1,1,1,2,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,0,-3,-7,-1,-3,8,11,9,9,6,-1,-1,-1,-6,-3,-6,-15,-27,1v1
Yannick Bolasie,EVERTON,EVERTONvMANUTD,1,38%,0,4,0,4,0%,0%,2,2,1,0,0,0,0,0,0,04.12.2016,Goodison Park,English Premier League,1,1,0,-3,-4,3,4,7,4,3,0,1,-10,-8,-9,-12,-12,-12,-12,-12,-9,1v1
Joel Robles,EVERTON,EVERTONvMANUTD,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,04.12.2016,Goodison Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
